Template Content,Template Category
"🏠Bring home the coolest pillow ever!
😇Nothing is ordinary about our Smart Hybrid Pillow! Extra softness and Fluffy feel. What more do you need?
✅ Innovative Design
✅ Supremely Supportive
✅ SmartGRID Comfort
Check out the Smartest Pillow now.",Marketing
"😱Uh-Oh, It’s almost ending...
Hurry! Only 2 hours left Are you still waiting? Enjoy the extra perks of SmartGRID Mattress
✅Hassel Free Delivery
✅100 Nights Free Trial
✅10 Years Warranty",Marketing
"😱Uh-Oh It’s almost ending...
Hurry! Only 6 hours left Are you still waiting? Enjoy the extra perks of SmartGRID Mattress
✅Hassel Free Delivery
✅100 Nights Free Trial
✅10 Years Warranty",Marketing
"⏰Time is running out!
⌛Our Independence Day Sale is ending soon
🤗Don’t forget to Save on your better sleep this Independence Day
✨Save up to 45% Off on SmartGRID Mattress✨
Hurry up! Only 12 hours left",Marketing
"⏰Good deals don’t wait - Steal Now!
😱Don’t let this chance slip away
🌟Celebrate the dawn of freedom with the mega saving deals 🌟
Save up to 45% Off on SmartGRID Mattress
👉🏻 Adaptive SmartGRID Technology
👉🏻 Enjoy all night Cooling Comfort 👉🏻 No more tossing & turning
👉🏻 💯Nights Free Trial on Mattress
👉🏻 10 Years Warranty
Hurry! Save on your better Sleep Now💤 Only 24 hours left ⌛",Marketing
"🎉 The Biggest Sale of the month is here 🎉
🤩Independence Day Sale is live now 🤗Celebrate the joy of Freedom with extra saving deals on this Independence Day! 👉🏻Get up to 45% Off on SmartGRID Mattress INDIA, it’s time to sleep Smart with ✅Innovative SmartGRID Technology
✅Advanced Orthopedic Support ✅Sleep Cool all night
✅Hassel Free Delivery
✅100 Nights Free Trial
✅10 Years Warranty
Hurry up! Offer Valid from 11th - 15th August",Marketing
"😱Uh-Oh, It’s almost ending...
Hurry! Only 6 hours left Are you still waiting? Enjoy the extra perks of SmartGRID Mattress
✅Hassel Free Delivery
✅100 Nights Free Trial
✅10 Years Warranty
Visit our Store to avail of the offer!
📍Municipal Corporation No.982, 80 feet peripheral road, Near Maharaja Signal, S. T. Bed Koramangala, Bangalore.",Marketing
"⏰Time is running out!
⌛Our Independence Day Sale is ending soon
🤗Don’t forget to Save on your better sleep this Independence Day
✨Save up to 45% Off on SmartGRID Mattress✨
Hurry up! Only 12 hours left
Visit our Store to avail of the offer!
📍Municipal Corporation No.982, 80 feet peripheral road, Near Maharaja Signal, S. T. Bed Koramangala, Bangalore",Marketing
"⏰Good deals don’t wait - Steal Now!
😱Don’t let this chance slip away
🌟Celebrate the dawn of freedom with the mega saving deals 🌟
Save up to 45% Off on SmartGRID Mattress
👉🏻 Adaptive SmartGRID Technology
👉🏻 Enjoy all night Cooling Comfort 👉🏻 No more tossing & turning
👉🏻 💯Nights Free Trial on Mattress
👉🏻 10 Years Warranty
Hurry! Save on your better Sleep Now💤 Only 24 hours left ⌛ Visit our Store to avail of the offer!
📍Municipal Corporation No.982, 80 feet peripheral road, Near Maharaja Signal, S. T. Bed Koramangala, Bangalore.",Marketing
"🎉 The Biggest Sale of the month is here 🎉
🤩Independence Day Sale is live now 🤗Celebrate the joy of Freedom with extra saving deals on this Independence Day! 👉🏻Get up to 45% Off on SmartGRID Mattress INDIA, it’s time to sleep Smart with ✅Innovative SmartGRID Technology
✅Advanced Orthopedic Support ✅Sleep Cool all night
✅Hassel Free Delivery
✅100 Nights Free Trial
✅10 Years Warranty
Hurry up! Offer Valid from 6th - 15th August
Visit our Store to avail of the offer!
📍Municipal Corporation No.982, 80 feet peripheral road, Near Maharaja Signal, S. T. Bed Koramangala, Bangalore.",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCUlFWcnHKUY5EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store -Indirapuram
📍 Address: 1st Floor, No 4414, Kala Pathar Rd, opposite Orange County, Makanpur, Gyan Khand III, Indirapuram, Ghaziabad, Uttar Pradesh 201014
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glrmcuVua8eGib3uUG8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCe1Irazp3ZuOEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Indiranagar
📍 Address: Ground Floor, At Atlantic Center, 100 feet road, next to HP store, Indiranagar, Bengaluru, Karnataka-560038
📞 Contact: 9136654406
🗺 Google Maps: https:goo.glmapsdyuHhd1sTcqTf5HF7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCd602GM5OyOYEBMreview
Let us know if you need anything else.",Utility
"Requested Store Information Hi {{1}}, As per your request here are the store details
Store Information Update
Store Name: The Sleep Company – Infantry Road
🏠Address: Heera Heights, MIG 2, H No 63, Ground Floor, KHB Colony, Netaji Nagar, Opp Croma Shop, Infantry Road, Ballari, Karnataka - 583104
☎️Contact: 8976978260
📍Google Maps: https:maps.app.goo.glaerizq1zVUPVQRsj6
⏱️Timings: 11:00 AM – 9:00 PM",Marketing
"Hi Smart Sleeper!
The Big IPL Sale is now Live! Get UP TO 40% OFF on SmartGRID Mattresses. Predict & Win instant 5% extra discount.",Marketing
"Dear Smart Sleeper
Watch cricket from the comfort of your mattress!
Enjoy up to 40% off on SmartGRID Mattresses. Hurry up Last Few hours left!",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Jail Road
📍 Address: Wz298, Plot No G & L9, GF, Jail Rd, Shiv Nagar Extension, Hari Nagar, New Delhi, Delhi, 110058
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=11377675078595139321
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCflWetUzn-WdEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Janpath
📍 Address: Unit No 3, Plot No 501, Narula Street, Shriya Talkies St, Janpath, Kharvela Nagar, Bhubaneswar, Odisha 751001
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=383481048976643076
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQTUWHb7ZVIFEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCRVXss64mOqtEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Jayanagar
📍 Address: #23, 1st Floor, Vasavi Plaza, 11th Main Road, Jayanagar 4th Block, Bangalore - 560011.
📞 Contact: 7400470952
🗺 Google Maps: https:maps.app.goo.glc1J7hRquLfXi9wTP7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - J B Nagar Chakala
📍 Address: Unit No-001, GR Floor, CTS No 246, J B Nagar Chakala Village, Andheri - Kurla Rd, Kondivita, Andheri East, Mumbai, Maharashtra 400059
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glJMySVUT3cbkexp1G6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Why have an Ordinary life, When you can Opt in for a Smart one?
Watch the fearless & unconventional actor, Jim Sarbh choose his comfort with our SmartGRID Mattress and opt to Sleep Smart!
Jim with the whole of India has chosen to sleep Smart, Have you?
Get yourself a SmartGRID Mattress now & #SleepSmartWithSmartGRID",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCcDc0hGbnLDWEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Jubilee Hills
📍 Address: Shop no-G3 & F3, Ground Floor, Jubilee Square, Plot no-1128, Road no-36, Jubilee Hills, Hyderabad, Telangana- 500033
📞 Contact: 7400468813
🗺 Google Maps: https:goo.glmapskW1cArJ5gZs2Seor6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCem8vPtsdOoeEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgsxoQzAmf
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Karkhana
📍 Address: Ground Floor, Survey No. 5912, Kakaguda, Secunderabad Cantonment, Secunderabad, Near To Karkhana Police Station, Secunderabad -500009.
📞 Contact: 9136915819
🗺 Google Maps: https:maps.app.goo.gl82hhPzFJXpoG5ck57
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kamaraj Road
📍 Address: 4023510 B, Ground Floor, KKC Complex, Kamaraj Road, Tiruppur, Tamil Nadu - 641604
📞 Contact: 8976907263
🗺 Google Maps: https:maps.app.goo.glzGkZWjQG9YAyHa2q9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}},
As requested, here’s the feedback from our store visitors: 🔗https:g.cokgscy55B7K
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company – Kandivali West
📍 Address: No G001, Mahalaxmi CHS, Swami Vivekananda Rd, Opp. Balbharti School, Irani Wadi, Kandivali West, Mumbai, Maharashtra – 400067
📞 Contact: +91 70390 22748
🗺 Google Maps: https:maps.app.goo.gltu1osChMgKRsh6TA9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCT3um8f6xhB5EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQbtBSmjlnSeEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kasheli
📍 Address: 639, Ground Floor, Chamunda Furniture Market, Near Kasheli Bridge and White House Furniture & Better Home, Kasheli, Bhiwandi, Maharashtra - 421302
📞 Contact: 8976803867
🗺 Google Maps: https:maps.app.goo.glf67yCwm7HnyHaq7V8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}},
As Requested here's the input from our store Visitors:
🔗 https:share.google3LSTIx3VPoDC5AtOD
Let us know if you need anything else",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCTAab1THnf20EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kesavadasapuram 📍 Address: Ward No. 14, Nalanchira, Door No, 4533, Ground Floor, Greenfield, Vayalarikathu Muri, Ulloor Village, Kesavadasapuram, Thiruvananthapuram, Kerala - 695004
📞 Contact: 9987542681
🗺 Google Maps: https:maps.app.goo.gl823LvHFAKAqntQF77
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kharghar Sec 12
📍 Address: Shop No 25 & 26, Ground Floor, New Satara CHS, Sector 12, Kharghar, Navi Mumbai, Maharashtra 410210
📞 Contact: 8976803866
🗺 Google Maps: https:maps.app.goo.glfwMVQnpUz436Pf8e8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googleHREl5ZxRCj4tcl5wu
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kirti Nagar
📍 Address: Ground Floor, Kirti Nagar Main Rd, Rekha Enclave, Block A, Mansarover Garden, New Delhi, Delhi, 110015
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=9771855662173984535
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCZbcX8xVbbDEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCS-lb2zxWRAJEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kokapet
📍 Address: Unit No:G14, Ground Floor, Kokapet One Shopping complex, Gandipet Main Rd, Narsingi, Hyderabad, Telangana 500075
📞 Contact: 8454806743
🗺 Google Maps: https:maps.app.goo.glq9rp13u5jNGkkybZ9
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCdxDDjAMwfmGEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kompally
📍 Address: 1-0762, NCL Enclave South, Canton Residential TWP, Besides - D Mart, Kompally, Petbasheerabad, Hyderabad, Telangana 500065
📞 Contact: 9136467752
🗺 Google Maps: https:maps.app.goo.gloUiBhYn7LsUGExvH9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCTQOQez7y7NOEBMreview
Let us know if you need anything else.",Utility
"👋Hey {{1}}!
Your SmartGRID Product is waiting for YOU!
Can’t decide? 🤷🏻
Explore SmartGRID Products at our Store! 🤗Our Comfort Experts will help you choose the right SmartGRID Product
👉🏻 Visit Now: {{2}}",Marketing
"{{1}} Don’t miss out on the best Comfort Partner!
😍We’ve got something EXTRA just for YOU
Visit our store and get an Extra 5% Off on your purchase
Please show this to avail the offer. T&C Apply
🏃🏻Visit Now: {{2}}",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Kondapur
📍 Address: Shop No.G4, Kothari Centrum Building, Kondapur village, Serlingampalli Mandal, Beside Vijay Sales, Ranga Reddy district, Telangana- 500084
📞 Contact: 8433946150
🗺 Google Maps: https:goo.glmapsmScSAFgQRodY7J7U6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCavtm3Q2G9UbEBMreview
Let us know if you need anything else.",Utility
"👋Hey {{1}}!
Your SmartGRID Product is waiting for YOU!
Can’t decide? 🤷🏻
Explore SmartGRID Products at our Store! 🤗Our Comfort Experts will help you choose the right SmartGRID Product.
👉🏻 Visit Now: {{2}}",Marketing
"{{1}} Don’t miss out on the best Comfort Partner! 😍We’ve got something EXTRA just for YOU
Visit our store and get an Extra 5% Off on your purchase
Please show this to avail the offer. T&C Apply
🏃🏻Visit Now: {{2}}",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Koramangala
📍 Address: Municipal Corporation No.982, 80 feet peripheral road, near maharaja signal, S.T Bed Koramangala, bangalore-560034
📞 Contact: 9004819164
🗺 Google Maps: https:goo.glmapsGPsrWnFukaFHXqap6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
